candidate_id,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,curve_mae_deg,curve_rmse_deg,centered_curve_mae_deg,absolute_curve_mean_error_deg,metric_contract
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,100.000000,35.000000,0.001486,0.001683,0.000666,0.001467,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,200.000000,35.000000,0.000647,0.000808,0.000610,0.000288,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,500.000000,30.000000,0.000537,0.000645,0.000360,0.000462,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,500.000000,35.000000,0.000737,0.000862,0.000411,0.000692,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,700.000000,35.000000,0.001319,0.001442,0.000477,0.001315,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,1000.000000,30.000000,0.000465,0.000577,0.000464,0.000035,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,1300.000000,30.000000,0.000516,0.000638,0.000516,0.000020,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,600.000000,1700.000000,25.000000,0.001437,0.001584,0.000542,0.001432,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,200.000000,30.000000,0.000640,0.000778,0.000629,0.000078,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,700.000000,35.000000,0.000724,0.000886,0.000607,0.000487,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,1000.000000,25.000000,0.000694,0.000827,0.000587,0.000374,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,1200.000000,35.000000,0.000783,0.000947,0.000620,0.000549,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,1400.000000,30.000000,0.000519,0.000654,0.000492,0.000201,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,1600.000000,35.000000,0.001439,0.001575,0.000529,0.001429,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,700.000000,1800.000000,30.000000,0.000712,0.000899,0.000714,0.000062,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,800.000000,0.000000,35.000000,0.002220,0.002380,0.000691,0.002219,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,800.000000,100.000000,35.000000,0.001023,0.001221,0.000706,0.000859,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,800.000000,600.000000,25.000000,0.000548,0.000683,0.000548,0.000010,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,800.000000,800.000000,35.000000,0.000588,0.000730,0.000523,0.000333,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,800.000000,1200.000000,30.000000,0.000524,0.000654,0.000523,0.000038,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,800.000000,1800.000000,35.000000,0.000844,0.001035,0.000687,0.000544,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,900.000000,0.000000,30.000000,0.001547,0.001698,0.000577,0.001536,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,900.000000,100.000000,35.000000,0.000910,0.001117,0.000824,0.000464,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,900.000000,700.000000,25.000000,0.000929,0.001123,0.000620,0.000819,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,900.000000,1500.000000,35.000000,0.000792,0.000955,0.000546,0.000664,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,1000.000000,600.000000,30.000000,0.000503,0.000627,0.000470,0.000212,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,1000.000000,900.000000,35.000000,0.000832,0.001009,0.000595,0.000673,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,1000.000000,1400.000000,35.000000,0.000855,0.001057,0.000729,0.000543,cvp1.2_full_resolution_degree
